title,original_title,budget,original_language,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,gendre_list,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"The Big Sick,",The Big Sick,5000000,en,http://thebigsickmovie.com,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",23.628,120,56303596,2017-03-30,7.345,2323,"Comedy, Drama, Romance","English, Urdu",United States of America,https://www.nytimes.com/2017/06/22/movies/the-big-sick-review-kumail-nanjiani.html,"Kumail Nanjiani stars opposite Zoe Kazan in this very funny, moving true story about how he found and almost lost love. Holly Hunter and Ray Romano also star.",The New York Times,"subject: Movies;creative_works: The Big Sick (Movie);persons: Nanjiani, Kumail;persons: Gordon, Emily V;persons: Kazan, Zoe;persons: Showalter, Michael;",2017-06-22T09:00:31+0000,1073,"Review: In ‘The Big Sick,’ Comedy Is Hard, Love Harder",,,Love and (Almost) Death,,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
Lost in Paris,Paris pieds nus,0,fr,,"Fiona visits Paris for the first time to assist her myopic Aunt Martha. Catastrophes ensue, mainly involving Dom, a homeless man who has yet to have an emotion or thought he was afraid of expressing.",10.038,83,0,2017-01-14,6.0,113,Comedy,French,"Belgium, France",https://www.nytimes.com/2017/06/15/movies/lost-in-paris-review.html,"The filmmakers Fiona Gordon and Dominique Abel star in their fourth movie, a tale infused with physical comedy about a woman in search of her aunt.",The New York Times,"creative_works: Lost in Paris (Movie);subject: Movies;persons: Abel, Dominique;persons: Gordon, Fiona;persons: Riva, Emmanuelle;",2017-06-15T19:37:09+0000,254,Review: Finding Love (and Slapstick) While ‘Lost in Paris’,,,Lost in Paris,,,,By Ben Kenigsberg,"firstname: Ben, middlename: None, lastname: Kenigsberg, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Vincent N Roxxy,",Vincent N Roxxy,5000000,en,,A small town loner and a rebellious punk rocker unexpectedly fall in love as they are forced on the run and soon discover violence follows them everywhere.,12.463,110,0,2016-04-18,5.4,87,"Drama, Crime, Thriller",English,United States of America,https://www.nytimes.com/2017/06/01/movies/vincent-n-roxxy-review.html,"This combination crime drama and romance finds Emile Hirsch and Zoë Kravitz circling each other, and trying to stay away from bad guys.",The New York Times,"subject: Movies;creative_works: Vincent N Roxxy (Movie);persons: Kravitz, Zoe;persons: Schultz, Gary Michael;persons: Hirsch, Emile;",2017-06-01T19:52:51+0000,287,"Review: In ‘Vincent N Roxxy,’ Love Is in the Air, N So Is Fear",,,Vincent N Roxxy,,,,By Ken Jaworowski,"firstname: Ken, middlename: None, lastname: Jaworowski, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Everything, Everything",After Everything,14000000,en,,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",97.027,93,10600000,2023-09-13,6.951,735,"Romance, Drama","English, Portuguese",United States of America,https://www.nytimes.com/2017/05/18/movies/everything-everything-review.html,"Amandla Stenberg plays a teenager with an immune system disorder who falls for the boy next door, and risks everything.",The New York Times,"subject: Movies;creative_works: Everything, Everything (Movie);persons: Meghie, Stella;persons: Stenberg, Amandla (1998- );persons: Robinson, Nick (1995- );",2017-05-18T21:02:53+0000,270,"Review: ‘Everything, Everything’ Pits Love Against Disease",,,"Everything, Everything",,,,By Neil Genzlinger,"firstname: Neil, middlename: None, lastname: Genzlinger, qualifier: None, title: None, role: reported, organization: , rank: 1",
Hounds of Love,Hounds of Love,0,en,http://www.houndsoflovemovie.com/,"When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive.",14.061,108,0,2016-10-07,6.085,324,"Crime, Drama, Horror",English,Australia,https://www.nytimes.com/2017/05/11/movies/hounds-of-love-review.html,This feature debut of the Australian filmmaker Ben Young resembles a real-life couple’s killing spree in the 1980s.,The New York Times,"subject: Movies;creative_works: Hounds of Love (Movie);persons: Young, Ben (Film Director);",2017-05-11T20:16:51+0000,280,Review: ‘Hounds of Love’ Is Tense and Deadly Down Under,,,Hounds of Love,,,,By Ben Kenigsberg,"firstname: Ben, middlename: None, lastname: Kenigsberg, qualifier: None, title: None, role: reported, organization: , rank: 1",
Harold and Lillian,Harold and Lillian: A Hollywood Love Story,0,en,http://haroldandlillian.com,"Working largely uncredited in the Hollywood system, storyboard artist Harold and film researcher Lillian left an indelible mark on classics by Alfred Hitchcock, Steven Spielberg, Mel Brooks, Stanley Kubrick, Roman Polanski and many more.",2.701,96,0,2017-02-01,6.889,19,Documentary,English,United States of America,https://www.nytimes.com/2017/04/27/movies/harold-and-lillian-review.html,"Meet the husband-and-wife team that inspired some of the most memorable moments onscreen, from “The Graduate” to “The Birds.”",The New York Times,"creative_works: Harold and Lillian: A Hollywood Love Story (Movie);persons: Raim, Daniel;persons: Michelson, Harold;persons: Michelson, Lillian;subject: Documentary Films and Programs;subject: Movies;",2017-04-27T20:29:44+0000,263,Review: ‘Harold and Lillian’ Introduces a Hollywood Power Couple,,,Harold and Lillian: A Hollywood Love Story,,,,By Monica Castillo,"firstname: Monica, middlename: None, lastname: Castillo, qualifier: None, title: None, role: reported, organization: , rank: 1",
"The Happiest Day in the Life of Olli Maki,",Hymyilevä mies,1330000,fi,,"Summer 1962 and Olli Mäki has a shot at the world championship title in featherweight boxing. From the Finnish countryside to the bright lights of Helsinki, everything has been prepared for his fame and fortune. All Olli has to do is lose weight and concentrate. But there is a problem – he has fallen in love with Raija.",10.446,95,0,2016-09-02,6.659,82,"Drama, Romance","English, Finnish","Finland, Germany, Sweden",https://www.nytimes.com/2017/04/20/movies/the-happiest-day-in-the-life-of-olli-maki-review.html,"Inspired by a true story, “The Happiest Day in the Life of Olli Maki” is a charmer about a boxer trying to win a championship and find his bliss.",The New York Times,"subject: Movies;creative_works: The Happiest Day in the Life of Olli Maki (Movie);persons: Kuosmanen, Juho;persons: Lahti, Jarkko;",2017-04-20T20:45:54+0000,824,"Review: In ‘The Happiest Day in the Life of Olli Maki,’ Love and Life on the Ropes",,,Love and Life on the Ropes,,,,By Manohla Dargis,"firstname: Manohla, middlename: None, lastname: Dargis, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Promise,The Promise,90000000,en,http://www.survivalpictures.org/the-promise/,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",20.546,133,12448676,2016-12-02,6.919,447,"History, Romance, Drama","Armenian, German, English, French","Spain, United States of America",https://www.nytimes.com/2017/04/20/movies/the-promise-review-oscar-isaac.html,"Oscar Isaac, Christian Bale and Charlotte Le Bon star in this wartime romance with a heavy subject (genocide) but a corny plot.",The New York Times,"subject: Movies;creative_works: The Promise (Movie);persons: George, Terry;persons: Bale, Christian;persons: Isaac, Oscar;persons: Le Bon, Charlotte;",2017-04-20T16:49:46+0000,455,Review: ‘The Promise’ Finds a Love Triangle in Constantinople,,,"A Love Triangle, Near the Front Lines",,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Frantz,",Frantz,0,fr,,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious French man who visits the fiance’s grave to lay flowers.",10.636,113,7478354,2016-09-07,7.358,664,"History, Drama, Romance","German, French","France, Germany",https://www.nytimes.com/2017/03/14/movies/frantz-review.html,"François Ozon’s adaptation of Ernst Lubitsch’s 1932 antiwar film, “Broken Lullaby,” is set in Germany and France in the aftermath of World War I.",The New York Times,"creative_works: Frantz (Movie);persons: Niney, Pierre;subject: Movies;persons: Lubitsch, Ernst;persons: Ozon, Francois;",2017-03-14T21:14:24+0000,708,"Review: ‘Frantz,’ a Mysterious Frenchman and the Wounds of War",,,The Wounds of War and Love,,,,By Stephen Holden,"firstname: Stephen, middlename: None, lastname: Holden, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Other Half,The Other Half,0,en,http://theotherhalfmovie.com/,A grief-stricken man and a bipolar woman fall in love and attempt to forge a simple life together.,2.356,103,0,2016-12-02,6.3,24,"Drama, Romance",English,Canada,https://www.nytimes.com/2017/03/09/movies/the-other-half-review-tatiana-maslany.html,This moody romance stars Tatiana Maslany (“Orphan Black”) as a bipolar painter in love with a brooding cabby (Tom Cullen of “Downton Abbey”).,The New York Times,"subject: Movies;creative_works: The Other Half (Movie);persons: Maslany, Tatiana;persons: Cullen, Tom (1985- );persons: Klein, Joey (Film Director);",2017-03-09T21:54:58+0000,251,Review: A Combustible Pair Find Love in ‘The Other Half’,,,Review: A Combustible Pair Find Love in ‘The Other Half’,,,,By Andy Webster,"firstname: Andy, middlename: None, lastname: Webster, qualifier: None, title: None, role: reported, organization: , rank: 1",
The Ottoman Lieutenant,The Ottoman Lieutenant,40000000,en,https://www.uphe.com/movies/the-ottoman-lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",22.372,111,413844,2017-03-10,6.173,245,"Romance, Drama, War","Turkish, English","Turkey, United States of America",https://www.nytimes.com/2017/03/09/movies/review-the-ottoman-lieutenant.html,A nurse travels to the Ottoman Empire on the eve of World War I. Can romance blossom amid earthshaking events?,The New York Times,"subject: Movies;creative_works: The Ottoman Lieutenant (Movie);persons: Ruben, Joseph;persons: Hartnett, Josh;persons: Stockwell, Jeff (1958- );persons: Hilmar, Hera;persons: Huisman, Michiel;",2017-03-09T21:53:12+0000,267,"Review: Love as the World Wars, in ‘The Ottoman Lieutenant’",,,"Review: Love as the World Wars, in ‘The Ottoman Lieutenant’",,,,By Neil Genzlinger,"firstname: Neil, middlename: None, lastname: Genzlinger, qualifier: None, title: None, role: reported, organization: , rank: 1",
Love & Taxes,Romantik Hırsız,0,tr,https://www.netflix.com/title/81689799,"After learning that the art thief she has been chasing is her ex-lover, an officer working for Interpol concocts a plan to catch him red-handed.",180.545,99,0,2024-03-14,6.735,85,"Romance, Action, Drama",Turkish,Turkey,https://www.nytimes.com/2017/03/02/movies/love-taxes-review.html,Josh Kornbluth runs afoul of the Internal Revenue Service after failing to file tax returns for seven years.,The New York Times,"creative_works: Love & Taxes (Movie);persons: Kornbluth, Jacob;subject: Movies;persons: Kornbluth, Josh;",2017-03-02T21:44:18+0000,246,Review: It’s All Mirth and Taxes in ‘Love & Taxes’,,,"It’s Inevitable, Mirth and Taxes",,,,By Ken Jaworowski,"firstname: Ken, middlename: None, lastname: Jaworowski, qualifier: None, title: None, role: reported, organization: , rank: 1",
"Everybody Loves Somebody,",Everybody Loves Somebody,2000000,en,,"On the surface, Clara Barron seems to have it all: a job as an OB-GYN; a great house in LA; and a loving family. But, the one thing Clara doesn't have figured out is her love life. Pressured by a family wedding in Mexico, Clara asks a co-worker to pose as her boyfriend for the weekend festivities,- only to be caught by surprise when her ex- boyfriend (and family favorite) suddenly shows up after disappearing from her life completely. Torn, Clara must decide between going back to the past or open her heart to new and unexpected possibilities.",10.107,102,0,2017-02-10,6.6,158,"Romance, Comedy","English, Spanish",Mexico,https://www.nytimes.com/2017/02/16/movies/everybody-loves-somebody-review.html,"A messed-up heroine is asked to choose between naughty and nice in Catalina Aguilar Mastretta’s sophomore feature, which is predictable but satisfying.",The New York Times,"subject: Movies;creative_works: Everybody Loves Somebody (Movie);persons: Aguilar Mastretta, Catalina;persons: Souza, Karla (1985- );",2017-02-16T21:45:50+0000,256,"Review: ‘Everybody Loves Somebody,’ a Rom-Com With Bite",,,Everybody Loves Somebody,,,,By Jeannette Catsoulis,"firstname: Jeannette, middlename: None, lastname: Catsoulis, qualifier: None, title: None, role: reported, organization: , rank: 1",
